seed,PGR-PLR,se_diff,ratio,beta_gross,beta_net
20260913,0.07487361563298536,0.0010381892145450377,7.385436718086393,0.15070006787011248,0.14368452552711505
7,0.06892181056645531,0.0009059982680920626,6.766690254930601,0.14512512917977263,0.1381667889965805
101,0.07500809569930521,0.0009548464446630815,7.57045615038651,0.15066832124547316,0.1438026441878858
4242,0.08369509989743495,0.0012136369833125149,6.749147786144329,0.12888995393464275,0.12272723773150769
31337,0.08013899314357334,0.0011930077431244216,7.727662070114771,0.15026801141224067,0.14358658831809842
2,0.08398847833559128,0.0011914135796437055,7.386557052871975,0.1422223354546162,0.13586130620554282
13,0.07315269062721176,0.0009439386025514617,7.523968620340564,0.11300110351259054,0.10663865882839293
55,0.06996212653002211,0.0008829206250499815,7.597456300329322,0.14452557070258193,0.13778832590338858
