copula rho,"realised corr(delta,kappa)","corr(delta,turnover)","corr(kappa,turnover)",beta_gross,beta_net,PGR-PLR
0.0,-0.040476893593318075,-0.6165065927836544,0.5881853583097758,0.02820295264115817,0.021803200036907652,0.0984577997639109
0.7,0.6769726068712294,-0.25670543373788307,0.27857589473530225,0.045168397108231305,0.03835854871217603,0.1040086551094123
-0.7,-0.6093357205393384,-0.8203391136111902,0.7751759633754544,0.021963377089537956,0.01566812003060056,0.10036212625897468
