seed,PGR-PLR,se_diff,ratio,beta_gross,beta_net
20260913,0.033381645574788496,0.0004537212326541134,1.8311201540769075,0.013539220769740904,0.007875382420962158
7,0.028155401313502068,0.00046190353726861306,1.6911474662181922,0.02475058541955036,0.018410237695480856
101,0.03096148630234602,0.0004788163084362441,1.7905984571603866,0.01526806858885664,0.00913078312855942
4242,0.03457303869254349,0.0005014899852344209,1.8356202057525215,0.012639595103441821,0.007113632148126986
31337,0.034058263517642684,0.0004509327694416832,1.8532382506067735,0.017947232030459684,0.011285245604805236
2,0.03452860872515787,0.0004652183926280931,1.8561579866944447,0.03843292761733766,0.03243423135338759
13,0.02796947921496138,0.00046736374642378047,1.7058398086970696,0.044956542573985764,0.038765599432932736
55,0.03255646631572855,0.0004803960835709583,1.851908219718194,0.01428605848560351,0.008376929976170865
